gene	status	avg_log2FC	celltype	Dataset	ENTREZID
RETN	Up	1.7368765646222215	C1_CD14 Monocytes_LYZ	GSE186267_Blood	56729
UPP1	Up	1.3033688587372905	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7378
GLIPR2	Up	1.2104504624777987	C1_CD14 Monocytes_LYZ	GSE186267_Blood	152007
NCF1	Up	1.546453539573272	C1_CD14 Monocytes_LYZ	GSE186267_Blood	653361
GNAI2	Up	1.3427102760165268	C1_CD14 Monocytes_LYZ	GSE186267_Blood	2771
SLC25A37	Up	1.5565273049434554	C1_CD14 Monocytes_LYZ	GSE186267_Blood	51312
MT2A	Up	2.0352730347401535	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4502
EIF3E	Down	-2.171389201733614	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3646
FERMT3	Up	1.3918726372967638	C1_CD14 Monocytes_LYZ	GSE186267_Blood	83706
DYSF	Up	1.26604348028457	C1_CD14 Monocytes_LYZ	GSE186267_Blood	8291
NDUFB9	Up	1.28079531252387	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4715
GRINA	Up	1.1516261466573576	C1_CD14 Monocytes_LYZ	GSE186267_Blood	2907
LST1	Up	1.307817589731561	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7940
CEBPD	Up	1.4220563978054832	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1052
IGKC	Up	1.4436850917933743	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3514
ROMO1	Up	1.2529544626099192	C1_CD14 Monocytes_LYZ	GSE186267_Blood	140823
RPL36A	Down	-1.2395528249614882	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6173
FGR	Up	1.3136130938746389	C1_CD14 Monocytes_LYZ	GSE186267_Blood	2268
PER1	Up	1.2761083299384777	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5187
TCF25	Up	1.3403070572245506	C1_CD14 Monocytes_LYZ	GSE186267_Blood	22980
CYBA	Up	1.3306404803494338	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1535
TGFB1	Up	1.2783678969011842	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7040
AC015912.3	Up	1.3524162490187872	C1_CD14 Monocytes_LYZ	GSE186267_Blood	NA
RPS9	Up	1.0165699953475844	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6203
CORO1A	Up	1.2669027935932442	C1_CD14 Monocytes_LYZ	GSE186267_Blood	11151
NDUFB7	Up	1.157903895555769	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4713
CD14	Up	1.4412559880588047	C1_CD14 Monocytes_LYZ	GSE186267_Blood	929
PHC2	Up	1.285313878594708	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1912
ANPEP	Up	1.4551575033848585	C1_CD14 Monocytes_LYZ	GSE186267_Blood	290
IGHM	Up	1.2505234667774725	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3507
ATP6V0D1	Up	1.288123164056659	C1_CD14 Monocytes_LYZ	GSE186267_Blood	9114
PPP1R15A	Up	1.2324229691359925	C1_CD14 Monocytes_LYZ	GSE186267_Blood	23645
EIF4A1	Up	1.2390895751804387	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1973
SCAND1	Up	1.1576415114620704	C1_CD14 Monocytes_LYZ	GSE186267_Blood	51282
RPS4Y1	Up	1.2620288386829006	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6192
RNASEK	Up	1.2142695262099354	C1_CD14 Monocytes_LYZ	GSE186267_Blood	440400
ATP5MF	Up	1.2242167806549349	C1_CD14 Monocytes_LYZ	GSE186267_Blood	9551
COPS9	Up	1.0932294317282325	C1_CD14 Monocytes_LYZ	GSE186267_Blood	150678
IFI27	Up	3.36639907246602	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3429
HK3	Up	1.1246617018428249	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3101
RPS23	Down	-1.1206438888198562	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6228
SHKBP1	Up	1.0428161300667065	C1_CD14 Monocytes_LYZ	GSE186267_Blood	92799
NAA38	Up	1.0960663984474657	C1_CD14 Monocytes_LYZ	GSE186267_Blood	84316
IFI27L2	Up	1.1199667586775093	C1_CD14 Monocytes_LYZ	GSE186267_Blood	83982
NDUFS6	Up	1.073295395184762	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4726
TKT	Up	1.1649500947538325	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7086
ND5	Down	-1.368054502706522	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4540
CDC37	Up	1.193727031006929	C1_CD14 Monocytes_LYZ	GSE186267_Blood	11140
GADD45B	Up	1.2638344802216857	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4616
CTDSP1	Up	1.1419239274966626	C1_CD14 Monocytes_LYZ	GSE186267_Blood	58190
SEC61B	Up	1.1373182120376943	C1_CD14 Monocytes_LYZ	GSE186267_Blood	10952
PRELID1	Up	1.1783775399452752	C1_CD14 Monocytes_LYZ	GSE186267_Blood	27166
CALM3	Up	1.008710409207895	C1_CD14 Monocytes_LYZ	GSE186267_Blood	808
TSC22D3	Up	1.462081745036188	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1831
COX5B	Up	1.2065142643805693	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1329
H2AFJ	Up	1.239686226229165	C1_CD14 Monocytes_LYZ	GSE186267_Blood	NA
PSMB3	Up	1.262595238346719	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5691
CLIC1	Up	1.1435405912625989	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1192
AP2S1	Up	1.1178760974018294	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1175
TIMP1	Up	1.1467237380159605	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7076
RHOG	Up	1.067680946093319	C1_CD14 Monocytes_LYZ	GSE186267_Blood	391
MYO1F	Up	1.131022680451508	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4542
TPM3	Up	1.1187602994500976	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7170
RPL30	Down	-1.0071866878413038	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6156
CTSA	Up	1.0629379512140642	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5476
ACTN4	Up	1.0751512735897517	C1_CD14 Monocytes_LYZ	GSE186267_Blood	81
CCDC69	Up	1.085550261060788	C1_CD14 Monocytes_LYZ	GSE186267_Blood	26112
COX6B1	Up	1.0878125982240352	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1340
HCK	Up	1.1125930925988654	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3055
NDUFA11	Up	1.0035346438543151	C1_CD14 Monocytes_LYZ	GSE186267_Blood	126328
UBALD2	Up	1.0347924726727398	C1_CD14 Monocytes_LYZ	GSE186267_Blood	283991
ARPC4	Up	1.0782941899484522	C1_CD14 Monocytes_LYZ	GSE186267_Blood	10093
IL1R2	Up	1.31577135616774	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7850
PPP1CA	Up	1.115889038878238	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5499
FMNL1	Up	1.143269738985178	C1_CD14 Monocytes_LYZ	GSE186267_Blood	752
LMNA	Up	1.4475997264906428	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4000
MAP3K8	Up	1.2925488918251269	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1326
WAS	Up	1.030531031639086	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7454
FPR1	Up	1.1705949366556292	C1_CD14 Monocytes_LYZ	GSE186267_Blood	2357
HLA-DRA	Down	-2.00374168961937	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3122
IGLV3-1	Up	1.0620602922785922	C1_CD14 Monocytes_LYZ	GSE186267_Blood	28809
PRDX5	Up	1.0561093027709174	C1_CD14 Monocytes_LYZ	GSE186267_Blood	25824
JUNB	Up	1.160805981375486	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3726
NDUFA13	Up	1.023604358723352	C1_CD14 Monocytes_LYZ	GSE186267_Blood	51079
MAP2K3	Up	1.0664001837295554	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5606
GRN	Up	1.1512071854680457	C1_CD14 Monocytes_LYZ	GSE186267_Blood	2896
PIM1	Up	1.0475126847906306	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5292
POLR2L	Up	1.0256637822530494	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5441
ARL6IP4	Up	1.0699467037199426	C1_CD14 Monocytes_LYZ	GSE186267_Blood	51329
TLN1	Up	1.1415832776022303	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7094
TRAPPC5	Up	1.0776966114572806	C1_CD14 Monocytes_LYZ	GSE186267_Blood	126003
NPM1	Down	-2.0815744675014356	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4869
CCND3	Up	1.0322746336301525	C1_CD14 Monocytes_LYZ	GSE186267_Blood	896
TAGLN2	Up	1.0514954193965589	C1_CD14 Monocytes_LYZ	GSE186267_Blood	8407
LRP1	Up	1.02400913883306	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4035
CALM2	Down	-1.5641375535376838	C1_CD14 Monocytes_LYZ	GSE186267_Blood	805
MRPL52	Up	1.0437004892382302	C1_CD14 Monocytes_LYZ	GSE186267_Blood	122704
CYTH4	Up	1.1293628919036771	C1_CD14 Monocytes_LYZ	GSE186267_Blood	27128
LSP1	Up	1.195014509833189	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4046
EDF1	Up	1.0421889126596278	C1_CD14 Monocytes_LYZ	GSE186267_Blood	8721
NLRP3	Up	1.1034863812280469	C1_CD14 Monocytes_LYZ	GSE186267_Blood	114548
PLAC8	Up	1.0249932503704269	C1_CD14 Monocytes_LYZ	GSE186267_Blood	51316
GUK1	Up	1.005892574847425	C1_CD14 Monocytes_LYZ	GSE186267_Blood	2987
AC020916.1	Up	1.068655919628905	C1_CD14 Monocytes_LYZ	GSE186267_Blood	NA
STAT3	Up	1.0120301848947126	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6774
RPL36AL	Down	-1.2280455144148044	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6166
LYZ	Down	-1.0158980932664958	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4069
TXNIP	Down	-1.4468071351001828	C1_CD14 Monocytes_LYZ	GSE186267_Blood	10628
ATP6V1F	Up	1.0002370741753948	C1_CD14 Monocytes_LYZ	GSE186267_Blood	9296
CSF3R	Up	1.029946061377872	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1441
SELPLG	Up	1.072565857089471	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6404
GAS5	Down	-1.963849393593338	C1_CD14 Monocytes_LYZ	GSE186267_Blood	60674
LDHB	Down	-2.311119407868407	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3945
ZBTB16	Up	1.038272340155554	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7704
EVI2B	Down	-1.5910747549560835	C1_CD14 Monocytes_LYZ	GSE186267_Blood	2124
PSME2	Up	1.019335342569328	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5721
ADGRE5	Up	1.049296019590257	C1_CD14 Monocytes_LYZ	GSE186267_Blood	976
THBS1	Up	1.0247863615561923	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7057
S100A12	Up	1.029197305479844	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6283
SRGN	Down	-1.120199865832756	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5552
JUN	Up	1.0317522395582206	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3725
NAP1L1	Down	-1.5913809432301975	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4673
IFITM3	Up	2.23572171665659	C1_CD14 Monocytes_LYZ	GSE186267_Blood	10410
ATP8	Down	-1.9195389964590377	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4509
MS4A6A	Down	-1.6653713014583695	C1_CD14 Monocytes_LYZ	GSE186267_Blood	64231
ATP5MD	Down	-1.233088183592449	C1_CD14 Monocytes_LYZ	GSE186267_Blood	NA
PTPRC	Down	-1.1723366820810188	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5788
SKP1	Down	-1.3783067728832268	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6500
RPS17	Down	-1.115016257124716	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6218
SON	Down	-1.12425217149399	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6651
RSL24D1	Down	-1.4804980949257494	C1_CD14 Monocytes_LYZ	GSE186267_Blood	51187
RPL23	Down	-1.0234181602751549	C1_CD14 Monocytes_LYZ	GSE186267_Blood	9349
RBIS	Down	-1.200175077522757	C1_CD14 Monocytes_LYZ	GSE186267_Blood	401466
CTSS	Down	-1.021667112237484	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1520
IL7R	Down	-1.9485029787939845	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3575
XIST	Down	-1.3413039256589323	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7503
SH3BGRL	Down	-1.2799542830467394	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6451
AP1S2	Down	-1.2655319647557692	C1_CD14 Monocytes_LYZ	GSE186267_Blood	8905
SUB1	Down	-1.0402274099106896	C1_CD14 Monocytes_LYZ	GSE186267_Blood	10923
MEF2C	Down	-1.4126820743317805	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4208
CLEC4A	Down	-1.3641746581245282	C1_CD14 Monocytes_LYZ	GSE186267_Blood	50856
EIF4A2	Down	-1.3506328244048604	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1974
SNHG8	Down	-1.2625551287952577	C1_CD14 Monocytes_LYZ	GSE186267_Blood	100093630
CSTA	Down	-1.1397300144695346	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1475
HLA-DPA1	Down	-1.567372604971211	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3113
FGL2	Down	-1.312822594655021	C1_CD14 Monocytes_LYZ	GSE186267_Blood	10875
CPVL	Down	-1.3136386579074997	C1_CD14 Monocytes_LYZ	GSE186267_Blood	54504
HSD17B11	Down	-1.1616162155896432	C1_CD14 Monocytes_LYZ	GSE186267_Blood	51170
N4BP2L2	Down	-1.0638735036713682	C1_CD14 Monocytes_LYZ	GSE186267_Blood	10443
HLA-DPB1	Down	-1.4156997244387108	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3115
TGFBI	Down	-1.3526254690848107	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7045
CD48	Down	-1.0540524270256408	C1_CD14 Monocytes_LYZ	GSE186267_Blood	962
HSP90AB1	Down	-1.0179729712994054	C1_CD14 Monocytes_LYZ	GSE186267_Blood	3326
U2SURP	Down	-1.1007437185752025	C1_CD14 Monocytes_LYZ	GSE186267_Blood	23350
DDX18	Down	-1.1298802457664956	C1_CD14 Monocytes_LYZ	GSE186267_Blood	8886
SEC62	Down	-1.060520163253757	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7095
ND6	Down	-1.2660645720653707	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4541
SEC11A	Down	-1.100561063661388	C1_CD14 Monocytes_LYZ	GSE186267_Blood	23478
GLIPR1	Down	-1.1165937640895511	C1_CD14 Monocytes_LYZ	GSE186267_Blood	11010
HSP90B1	Down	-1.0864607357732374	C1_CD14 Monocytes_LYZ	GSE186267_Blood	7184
RPS27L	Down	-1.0300552003519328	C1_CD14 Monocytes_LYZ	GSE186267_Blood	51065
RGS2	Down	-1.2044065375518629	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5997
LINC00861	Down	-1.2711687043363196	C1_CD14 Monocytes_LYZ	GSE186267_Blood	100130231
PPT1	Down	-1.0675778012373929	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5538
CASP1	Down	-1.007606160642002	C1_CD14 Monocytes_LYZ	GSE186267_Blood	834
RNASE6	Down	-1.028748013004811	C1_CD14 Monocytes_LYZ	GSE186267_Blood	6039
PSMA2	Down	-1.0383333879203058	C1_CD14 Monocytes_LYZ	GSE186267_Blood	5683
NSA2	Down	-1.017884814717016	C1_CD14 Monocytes_LYZ	GSE186267_Blood	10412
CLEC12A	Down	-1.1346702729768128	C1_CD14 Monocytes_LYZ	GSE186267_Blood	160364
MARCKS	Down	-1.0200122368389832	C1_CD14 Monocytes_LYZ	GSE186267_Blood	4082
EGR1	Down	-1.0316642363031707	C1_CD14 Monocytes_LYZ	GSE186267_Blood	1958
SOCS3	Up	1.5730997835159422	C4_CD8 naive_SELL	GSE186267_Blood	9021
FOS	Up	2.290983189682399	C4_CD8 naive_SELL	GSE186267_Blood	2353
PIM3	Up	1.2863464298762732	C4_CD8 naive_SELL	GSE186267_Blood	415116
TENT5C	Up	1.0418181658809205	C4_CD8 naive_SELL	GSE186267_Blood	54855
DUSP1	Up	2.0186514833384193	C4_CD8 naive_SELL	GSE186267_Blood	1843
RELB	Up	1.065197700211974	C4_CD8 naive_SELL	GSE186267_Blood	5971
SOCS1	Up	1.0058069551699478	C4_CD8 naive_SELL	GSE186267_Blood	8651
LGALS1	Up	1.6562093547049257	C4_CD8 naive_SELL	GSE186267_Blood	3956
JUNB	Up	2.95132963544512	C4_CD8 naive_SELL	GSE186267_Blood	3726
PTPRCAP	Up	2.154008524735894	C4_CD8 naive_SELL	GSE186267_Blood	5790
ZFP36	Up	1.9835022948702352	C4_CD8 naive_SELL	GSE186267_Blood	7538
JUN	Up	1.5765884371036505	C4_CD8 naive_SELL	GSE186267_Blood	3725
BTG2	Up	1.1885600964695389	C4_CD8 naive_SELL	GSE186267_Blood	7832
DDIT4	Up	1.523367371704459	C4_CD8 naive_SELL	GSE186267_Blood	54541
EZR	Up	1.4980333621035578	C4_CD8 naive_SELL	GSE186267_Blood	7430
ALDOA	Up	1.3076728173042278	C4_CD8 naive_SELL	GSE186267_Blood	226
DUSP2	Up	1.5947598600412416	C4_CD8 naive_SELL	GSE186267_Blood	1844
GATA3	Up	1.5390959001750046	C4_CD8 naive_SELL	GSE186267_Blood	2625
STAT3	Up	1.1095631500125516	C4_CD8 naive_SELL	GSE186267_Blood	6774
SLC3A2	Up	1.1565407191330697	C4_CD8 naive_SELL	GSE186267_Blood	6520
DNAJB1	Up	1.6325092277993771	C4_CD8 naive_SELL	GSE186267_Blood	3337
SELENOK	Up	1.1979374803969138	C4_CD8 naive_SELL	GSE186267_Blood	58515
ARHGDIA	Up	1.3099696238940333	C4_CD8 naive_SELL	GSE186267_Blood	396
WAS	Up	1.0299075167436542	C4_CD8 naive_SELL	GSE186267_Blood	7454
RPL34	Down	-1.744654316089659	C4_CD8 naive_SELL	GSE186267_Blood	6164
RPS15A	Down	-1.776800620343982	C4_CD8 naive_SELL	GSE186267_Blood	6210
RPL39	Down	-1.7267672284517666	C4_CD8 naive_SELL	GSE186267_Blood	6170
RPS3A	Down	-1.7711077542067244	C4_CD8 naive_SELL	GSE186267_Blood	6189
PLP2	Up	1.4447608361048907	C4_CD8 naive_SELL	GSE186267_Blood	5355
RPS27A	Down	-1.6501144926042173	C4_CD8 naive_SELL	GSE186267_Blood	6233
RPL26	Down	-1.6442053907428231	C4_CD8 naive_SELL	GSE186267_Blood	6154
SNRPN	Up	1.0285748409482571	C4_CD8 naive_SELL	GSE186267_Blood	6638
IER2	Up	1.512580487245643	C4_CD8 naive_SELL	GSE186267_Blood	9592
RPS24	Down	-1.657720027581548	C4_CD8 naive_SELL	GSE186267_Blood	6229
HNRNPA0	Up	1.4483189566944894	C4_CD8 naive_SELL	GSE186267_Blood	10949
RPL9	Down	-1.6001768852396454	C4_CD8 naive_SELL	GSE186267_Blood	6133
RPS27	Down	-1.505434348487852	C4_CD8 naive_SELL	GSE186267_Blood	6232
KLF6	Up	1.7251836627549308	C4_CD8 naive_SELL	GSE186267_Blood	1316
RPL21	Down	-1.784491436755757	C4_CD8 naive_SELL	GSE186267_Blood	6144
RPS29	Down	-2.192399182017879	C4_CD8 naive_SELL	GSE186267_Blood	6235
EIF1	Up	2.0691590793107104	C4_CD8 naive_SELL	GSE186267_Blood	10209
PIM1	Up	1.4630211871167234	C4_CD8 naive_SELL	GSE186267_Blood	5292
S100A6	Up	1.8901564671201188	C4_CD8 naive_SELL	GSE186267_Blood	6277
SNRPB	Up	1.0491698435628596	C4_CD8 naive_SELL	GSE186267_Blood	6628
B2M	Down	-1.14574771198859	C4_CD8 naive_SELL	GSE186267_Blood	567
S100A4	Up	2.3615363384486496	C4_CD8 naive_SELL	GSE186267_Blood	6275
RPL22	Down	-1.3836739728482002	C4_CD8 naive_SELL	GSE186267_Blood	6146
ND4	Down	-2.34645991044552	C4_CD8 naive_SELL	GSE186267_Blood	4538
RPL35A	Down	-1.16935467890677	C4_CD8 naive_SELL	GSE186267_Blood	6165
ZNF331	Up	1.108747160446656	C4_CD8 naive_SELL	GSE186267_Blood	55422
CDC37	Up	1.1239565368394264	C4_CD8 naive_SELL	GSE186267_Blood	11140
CYBA	Up	1.3745286111554385	C4_CD8 naive_SELL	GSE186267_Blood	1535
LDHB	Down	-1.9536814928771031	C4_CD8 naive_SELL	GSE186267_Blood	3945
ARF1	Up	1.2445061105263044	C4_CD8 naive_SELL	GSE186267_Blood	375
RPLP1	Up	1.0615948826725503	C4_CD8 naive_SELL	GSE186267_Blood	6176
RPS19	Up	1.1652588270462152	C4_CD8 naive_SELL	GSE186267_Blood	6223
UBE2I	Up	1.089813945661318	C4_CD8 naive_SELL	GSE186267_Blood	7329
ZYX	Up	1.12748168045687	C4_CD8 naive_SELL	GSE186267_Blood	7791
FTH1	Up	1.942189779361922	C4_CD8 naive_SELL	GSE186267_Blood	2495
BAX	Up	1.3388267780872698	C4_CD8 naive_SELL	GSE186267_Blood	581
RPS4X	Down	-1.024759166514249	C4_CD8 naive_SELL	GSE186267_Blood	6191
RPL7	Down	-1.520819500493939	C4_CD8 naive_SELL	GSE186267_Blood	6129
DPP7	Up	1.0723301525235416	C4_CD8 naive_SELL	GSE186267_Blood	29952
HLA-B	Up	1.8841187503977952	C4_CD8 naive_SELL	GSE186267_Blood	3106
RPS15	Up	1.033209559747989	C4_CD8 naive_SELL	GSE186267_Blood	6209
RPL28	Up	1.014149842564727	C4_CD8 naive_SELL	GSE186267_Blood	6158
FAU	Up	1.1944743335410033	C4_CD8 naive_SELL	GSE186267_Blood	2197
CO2	Down	-1.3270621108194334	C4_CD8 naive_SELL	GSE186267_Blood	NA
ND3	Down	-1.621329363118832	C4_CD8 naive_SELL	GSE186267_Blood	4537
HLA-C	Up	1.722832025120514	C4_CD8 naive_SELL	GSE186267_Blood	3107
XBP1	Up	1.1135187083880882	C4_CD8 naive_SELL	GSE186267_Blood	7494
RPLP0	Up	1.33747716948682	C4_CD8 naive_SELL	GSE186267_Blood	6175
ND4L	Down	-1.3959861257806745	C4_CD8 naive_SELL	GSE186267_Blood	4539
H3F3B	Up	1.8169440125042624	C4_CD8 naive_SELL	GSE186267_Blood	NA
UQCRB	Down	-1.7887860265773448	C4_CD8 naive_SELL	GSE186267_Blood	7381
ZFP36L2	Up	2.395261603740091	C4_CD8 naive_SELL	GSE186267_Blood	678
PKM	Up	1.0732787070703362	C4_CD8 naive_SELL	GSE186267_Blood	5315
GSTK1	Up	1.4255819703759185	C4_CD8 naive_SELL	GSE186267_Blood	373156
FKBP8	Up	1.0078052780801616	C4_CD8 naive_SELL	GSE186267_Blood	23770
FLNA	Up	1.0452173500172437	C4_CD8 naive_SELL	GSE186267_Blood	2316
RPLP2	Up	1.1128722478346802	C4_CD8 naive_SELL	GSE186267_Blood	6181
SLC2A3	Up	1.0279226673234976	C4_CD8 naive_SELL	GSE186267_Blood	6515
HIST1H4C	Up	1.384856583756035	C4_CD8 naive_SELL	GSE186267_Blood	NA
EIF3E	Down	-1.9278613171141283	C4_CD8 naive_SELL	GSE186267_Blood	3646
KLF2	Up	1.5752221600779497	C4_CD8 naive_SELL	GSE186267_Blood	10365
CYB	Down	-1.370550556479416	C4_CD8 naive_SELL	GSE186267_Blood	NA
SBDS	Up	1.0216240836275825	C4_CD8 naive_SELL	GSE186267_Blood	51119
RPL36	Up	1.174903287428414	C4_CD8 naive_SELL	GSE186267_Blood	25873
CTSW	Up	1.1856043255704425	C4_CD8 naive_SELL	GSE186267_Blood	1521
UBC	Up	1.5743984775608415	C4_CD8 naive_SELL	GSE186267_Blood	7316
HLA-A	Up	1.426428658041059	C4_CD8 naive_SELL	GSE186267_Blood	3105
NFKBIA	Up	1.582983581379697	C4_CD8 naive_SELL	GSE186267_Blood	4792
PPIB	Up	1.2572423967153772	C4_CD8 naive_SELL	GSE186267_Blood	5479
ND2	Down	-1.8154847438228647	C4_CD8 naive_SELL	GSE186267_Blood	4536
UQCR11	Up	1.270223530475142	C4_CD8 naive_SELL	GSE186267_Blood	10975
TSC22D3	Up	1.601452387842845	C4_CD8 naive_SELL	GSE186267_Blood	1831
IRF1	Up	1.081379220808053	C4_CD8 naive_SELL	GSE186267_Blood	3659
SMDT1	Up	1.2371473907259447	C4_CD8 naive_SELL	GSE186267_Blood	91689
RPS21	Up	1.0424379259851877	C4_CD8 naive_SELL	GSE186267_Blood	6227
EIF5A	Up	1.0317181064550025	C4_CD8 naive_SELL	GSE186267_Blood	1984
CCND3	Up	1.025526764167226	C4_CD8 naive_SELL	GSE186267_Blood	896
GAPDH	Up	1.555222089492156	C4_CD8 naive_SELL	GSE186267_Blood	2597
VIM	Up	1.583249522404662	C4_CD8 naive_SELL	GSE186267_Blood	7431
LIME1	Up	1.1595496192769716	C4_CD8 naive_SELL	GSE186267_Blood	54923
RPL35	Up	1.1415001053602731	C4_CD8 naive_SELL	GSE186267_Blood	11224
PTMA	Up	1.1046849421212723	C4_CD8 naive_SELL	GSE186267_Blood	5757
CIRBP	Up	1.3839075151370748	C4_CD8 naive_SELL	GSE186267_Blood	1153
FXYD5	Up	1.459381853578217	C4_CD8 naive_SELL	GSE186267_Blood	53827
GAS5	Down	-1.6807741133206957	C4_CD8 naive_SELL	GSE186267_Blood	60674
CD99	Up	1.0560736301107083	C4_CD8 naive_SELL	GSE186267_Blood	4267
HLA-DPA1	Up	1.0613812826363953	C4_CD8 naive_SELL	GSE186267_Blood	3113
ATP6	Down	-1.2774851501054458	C4_CD8 naive_SELL	GSE186267_Blood	4508
EEF2	Up	1.634369254367253	C4_CD8 naive_SELL	GSE186267_Blood	1938
EEF1D	Up	1.084358811539852	C4_CD8 naive_SELL	GSE186267_Blood	1936
LSP1	Up	1.1000480014666705	C4_CD8 naive_SELL	GSE186267_Blood	4046
RPS16	Up	1.066127030919863	C4_CD8 naive_SELL	GSE186267_Blood	6217
NPM1	Down	-1.177768591309588	C4_CD8 naive_SELL	GSE186267_Blood	4869
PSME1	Up	1.2602614608406708	C4_CD8 naive_SELL	GSE186267_Blood	5720
COTL1	Up	1.2316341101877186	C4_CD8 naive_SELL	GSE186267_Blood	23406
GPSM3	Up	1.1563551573080613	C4_CD8 naive_SELL	GSE186267_Blood	63940
IFITM1	Up	1.6298268072229043	C4_CD8 naive_SELL	GSE186267_Blood	8519
RBM3	Up	1.180524276035795	C4_CD8 naive_SELL	GSE186267_Blood	5935
NOP53	Up	1.2074026941188214	C4_CD8 naive_SELL	GSE186267_Blood	29997
FTL	Up	1.0965450492894702	C4_CD8 naive_SELL	GSE186267_Blood	2512
SERF2	Up	1.2763673354590486	C4_CD8 naive_SELL	GSE186267_Blood	10169
HSPA5	Up	1.0891252293961364	C4_CD8 naive_SELL	GSE186267_Blood	3309
LAPTM5	Up	1.1383164611000598	C4_CD8 naive_SELL	GSE186267_Blood	7805
