ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	celltype	Dataset	status	TermID_revigo	Description_revigo
GO:0019216	regulation of lipid metabolic process	4/49	342/18870	0.011834617089002027	0.03480664572853013	0.018441603986678306	IFNG/TNF/NR4A3/CD74	4	C9_CD4_Transitional memory_IL7R	GSE162086	Up	GO:0019216	regulation of lipid metabolic process
GO:0046890	regulation of lipid biosynthetic process	3/49	189/18870	0.012998849782920622	0.03749446004051327	0.01986568855713405	IFNG/TNF/CD74	3	C9_CD4_Transitional memory_IL7R	GSE162086	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0070723	response to cholesterol	1/9	30/18870	0.014220766816597119	0.049826145387475616	0.021272061166100954	CCL3	1	C5_CD4_Cytotoxic|Th1_CCL4	GSE162086	Down	GO:0070542	response to fatty acid
GO:0045598	regulation of fat cell differentiation	3/12	146/18870	9.484349577664119e-5	0.002510856756613185	0.0013031128505599455	ZFP36L1/RORC/ID2	3	C7_CD4_Cytotoxic|Th1_GZMB	GSE162086	Down	GO:0045598	regulation of fat cell differentiation
GO:0045444	fat cell differentiation	3/12	248/18870	4.5196086404038563e-4	0.007839183262493585	0.004068468032015087	ZFP36L1/RORC/ID2	3	C7_CD4_Cytotoxic|Th1_GZMB	GSE162086	Down	GO:0045444	fat cell differentiation
GO:0045600	positive regulation of fat cell differentiation	2/12	71/18870	8.990653814974323e-4	0.01162466104221663	0.006033098123824892	ZFP36L1/ID2	2	C7_CD4_Cytotoxic|Th1_GZMB	GSE162086	Down	GO:0045598	regulation of fat cell differentiation
GO:0042362	fat-soluble vitamin biosynthetic process	1/25	13/18870	0.01709225198767461	0.048653903995605735	0.023099503291997992	IFNG	1	C7_CD4_Cytotoxic|Th1_GZMB	GSE162086	Up	GO:0042362	fat-soluble vitamin biosynthetic process
GO:0032368	regulation of lipid transport	5/84	153/18870	6.053526313572202e-4	0.009654019203062534	0.006890463180177628	APOE/APOC1/DAB2/DBI/TSPO	5	C5_Treg_CTLA4	GSE163005	Up	GO:1905952	regulation of lipid localization
GO:1905952	regulation of lipid localization	5/84	183/18870	0.001350394605368102	0.015708001947204387	0.011211435027706896	APOE/APOC1/DAB2/DBI/TSPO	5	C5_Treg_CTLA4	GSE163005	Up	GO:1905952	regulation of lipid localization
GO:0046890	regulation of lipid biosynthetic process	5/84	189/18870	0.0015569501807295948	0.017329179876141375	0.012368535152835432	APOE/APOC1/CD74/DAB2/TSPO	5	C5_Treg_CTLA4	GSE163005	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0033700	phospholipid efflux	2/84	14/18870	0.0017210108244779382	0.018206931346085913	0.012995021806506163	APOE/APOC1	2	C5_Treg_CTLA4	GSE163005	Up	GO:0030301	cholesterol transport
GO:2001140	positive regulation of phospholipid transport	2/84	14/18870	0.0017210108244779382	0.018206931346085913	0.012995021806506163	APOE/DBI	2	C5_Treg_CTLA4	GSE163005	Up	GO:1905952	regulation of lipid localization
GO:2001138	regulation of phospholipid transport	2/84	15/18870	0.0019800507132101287	0.019870798226226345	0.01418259075920596	APOE/DBI	2	C5_Treg_CTLA4	GSE163005	Up	GO:1905952	regulation of lipid localization
GO:0019216	regulation of lipid metabolic process	6/84	342/18870	0.0042143743479087035	0.03127158347643398	0.022319791373717625	APOE/APOC1/CD74/DAB2/TSPO/PSAP	6	C5_Treg_CTLA4	GSE163005	Up	GO:0019216	regulation of lipid metabolic process
GO:0032374	regulation of cholesterol transport	3/84	80/18870	0.005463435049359051	0.0369365613540119	0.026363114746182918	APOE/APOC1/TSPO	3	C5_Treg_CTLA4	GSE163005	Up	GO:1905952	regulation of lipid localization
GO:0032370	positive regulation of lipid transport	3/84	86/18870	0.006676792307054103	0.04259195570201378	0.030399597966760075	APOE/DAB2/DBI	3	C5_Treg_CTLA4	GSE163005	Up	GO:1905952	regulation of lipid localization
GO:0006633	fatty acid biosynthetic process	4/84	168/18870	0.006732241019747759	0.04281785434286	0.030560830944907587	APOC1/CD74/GPX4/GSTP1	4	C5_Treg_CTLA4	GSE163005	Up	GO:0006631	fatty acid metabolic process
GO:0042759	long-chain fatty acid biosynthetic process	2/84	28/18870	0.006865923117446804	0.04302779384745988	0.03071067324334132	GPX4/GSTP1	2	C5_Treg_CTLA4	GSE163005	Up	GO:0006631	fatty acid metabolic process
GO:0046889	positive regulation of lipid biosynthetic process	3/84	90/18870	0.007567802101068645	0.04701277061041771	0.033554912008716235	APOE/CD74/DAB2	3	C5_Treg_CTLA4	GSE163005	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0065005	protein-lipid complex assembly	2/84	30/18870	0.007855937709476322	0.048103549814185964	0.03433344515467106	APOE/APOC1	2	C5_Treg_CTLA4	GSE163005	Up	GO:0034368	protein-lipid complex remodeling
GO:0070723	response to cholesterol	2/13	30/18870	1.8852391913923007e-4	0.012411196109894143	0.006640852278956381	TGFB1/CCL3	2	C3_CD4 memory_IL7R	GSE164379	Down	GO:0070542	response to fatty acid
GO:0090218	positive regulation of lipid kinase activity	1/6	26/18870	0.008239753842434583	0.049964084133668075	0.020408319802741402	TGFB1	1	C6_Plasma_MZB1	GSE164379	Down	GO:0090218	positive regulation of lipid kinase activity
GO:0070723	response to cholesterol	1/6	30/18870	0.009502371829102518	0.049964084133668075	0.020408319802741402	TGFB1	1	C6_Plasma_MZB1	GSE164379	Down	GO:0070542	response to fatty acid
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	1/2	15/18870	0.001589235327735694	0.01876896475382105	2.744000695003078e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0006636	unsaturated fatty acid biosynthetic process	1/2	52/18870	0.0055039455225880385	0.024653720895207447	3.6043451601180476e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0006631	fatty acid metabolic process
GO:0042304	regulation of fatty acid biosynthetic process	1/2	55/18870	0.005821017433590647	0.024653720895207447	3.6043451601180476e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0015909	long-chain fatty acid transport	1/2	67/18870	0.0070887995420299	0.026862819317165935	3.9273127656675344e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0030301	cholesterol transport
GO:0019217	regulation of fatty acid metabolic process	1/2	100/18870	0.010571029671764376	0.027963551499802976	4.088238523363008e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0033559	unsaturated fatty acid metabolic process	1/2	115/18870	0.01215183940662723	0.027963551499802976	4.088238523363008e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0006631	fatty acid metabolic process
GO:0015908	fatty acid transport	1/2	116/18870	0.012257181785789273	0.027963551499802976	4.088238523363008e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0030301	cholesterol transport
GO:0006633	fatty acid biosynthetic process	1/2	168/18870	0.017727245190903185	0.030389563184405458	4.4429185942113244e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0006631	fatty acid metabolic process
GO:0046890	regulation of lipid biosynthetic process	1/2	189/18870	0.019932003780395058	0.03185479869549727	4.6571343122072024e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0046474	glycerophospholipid biosynthetic process	1/2	210/18870	0.02213428524558203	0.0339078412272746	4.957286729133714e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0006631	fatty acid metabolic process
GO:0045017	glycerolipid biosynthetic process	1/2	250/18870	0.02632225426849677	0.035654075825786016	5.212584185056436e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0006631	fatty acid metabolic process
GO:0008654	phospholipid biosynthetic process	1/2	254/18870	0.026740556869339516	0.035654075825786016	5.212584185056436e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0006631	fatty acid metabolic process
GO:0006650	glycerophospholipid metabolic process	1/2	298/18870	0.031335953861229005	0.039582257508920846	5.786879752766206e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0006631	fatty acid metabolic process
GO:0019216	regulation of lipid metabolic process	1/2	342/18870	0.03592047622124983	0.04169802110627864	6.096201916122608e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0019216	regulation of lipid metabolic process
GO:0006644	phospholipid metabolic process	1/2	375/18870	0.039351731514102206	0.04358961029254398	6.372750042769588e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0006631	fatty acid metabolic process
GO:0046486	glycerolipid metabolic process	1/2	390/18870	0.040909370868563166	0.0439623089930828	6.427238156883451e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0006631	fatty acid metabolic process
GO:0006631	fatty acid metabolic process	1/2	401/18870	0.042050836488647825	0.04452441510562711	6.509417413103378e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0006631	fatty acid metabolic process
GO:0006869	lipid transport	1/2	453/18870	0.04743765503617492	0.04879301660863705	7.133481960327055e-4	FABP5	1	C2_Epithelial_Airway_CP	GSE164485	Up	GO:0030301	cholesterol transport
GO:0046890	regulation of lipid biosynthetic process	1/3	189/18870	0.029749305629319434	0.046724157710743563	0.008607081683558025	IGFBP7	1	C13_T|NK_CD247	GSE164485	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0033559	unsaturated fatty acid metabolic process	13/466	115/18870	5.322203022494081e-6	9.434183357699291e-4	8.349891057716114e-4	AKR1C1/ALOX15/ANXA1/GSTA1/HPGD/SCP2/AKR1C2/GSTP1/CYP2F1/PTGS1/MGST3/PTGES3/GPX4	13	C1_Sec_Secretory diff_IFITM3	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:0001676	long-chain fatty acid metabolic process	10/466	110/18870	3.9688496362573576e-4	0.01903647054943676	0.016848565390823803	ALOX15/GSTA1/SCP2/GSTP1/CYP2F1/PTGS1/MGST3/PTGES3/GPX4/ACSL4	10	C1_Sec_Secretory diff_IFITM3	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:0006631	fatty acid metabolic process	21/466	401/18870	0.0010600814050190318	0.03595423130941571	0.031821929160677234	ADH7/AKR1C1/ALOX15/ANXA1/FMO2/GSTA1/HPGD/SCP2/CD36/AKR1C2/GSTP1/ALDH3A2/CYP2F1/NDUFAB1/PTGS1/XBP1/MGST3/PTGES3/GPX4/ECHDC1/ACSL4	21	C1_Sec_Secretory diff_IFITM3	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:0070542	response to fatty acid	6/364	56/18870	7.119524489942273e-4	0.005366713802779679	0.0038895941279852722	FFAR2/TLR2/PTGS2/PTAFR/ACSL1/DGAT2	6	C1_Sec_Secretory diff_IFITM3	GSE164547	Up	GO:0070542	response to fatty acid
GO:0045444	fat cell differentiation	11/364	248/18870	0.008994733946615471	0.04458015012291293	0.032310031150342415	SOD2/FFAR2/ZFP36/CEBPB/RGS2/LRG1/PTGS2/CEBPD/FOSL2/STEAP4/SYAP1	11	C1_Sec_Secretory diff_IFITM3	GSE164547	Up	GO:0045444	fat cell differentiation
GO:0019915	lipid storage	6/364	94/18870	0.00971471515828865	0.047204467650262864	0.03421203867663573	FFAR2/IL1B/NFKBIA/RNF213/EHD1/DGAT2	6	C1_Sec_Secretory diff_IFITM3	GSE164547	Up	GO:0010878	cholesterol storage
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	2/100	15/18870	0.0027910451170779825	0.015063011533920865	0.010517530297399127	CD74/IL1B	2	C10_Basal_Suprabasal_SERPINB4	GSE164547	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045723	positive regulation of fatty acid biosynthetic process	2/100	24/18870	0.007112473933538495	0.03232103450004814	0.022567695631914176	CD74/IL1B	2	C10_Basal_Suprabasal_SERPINB4	GSE164547	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:1901568	fatty acid derivative metabolic process	3/30	78/18870	2.545297736859473e-4	0.029779983521255837	0.021635030763305522	ALOX15/HPGD/HMGCS2	3	C10_Basal_Suprabasal_SERPINB4	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:0033559	unsaturated fatty acid metabolic process	3/20	115/18870	2.3305757607014902e-4	0.02325914609180087	0.016682015971336984	HPGD/CYP1B1/CYP2A6	3	C3_Sec_Club_BPIFA1	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:1901568	fatty acid derivative metabolic process	4/43	78/18870	2.9492975082393306e-5	0.0025103726437778304	0.0018773237389907319	ALOX15/ELOVL5/HMGCS2/HPGD	4	C2_Sec_Goblet_S1OOP	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:1901570	fatty acid derivative biosynthetic process	3/43	52/18870	2.2533848023028238e-4	0.009316136596949102	0.006966855869976852	ALOX15/ELOVL5/HMGCS2	3	C2_Sec_Goblet_S1OOP	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:0070542	response to fatty acid	3/43	56/18870	2.808542338218241e-4	0.009912099422931205	0.007412532795092046	CD36/HMGCS2/UCP2	3	C2_Sec_Goblet_S1OOP	GSE164547	Down	GO:0070542	response to fatty acid
GO:0006631	fatty acid metabolic process	5/43	401/18870	0.0020944673917674115	0.03483556684928097	0.026050967679817294	ABHD2/ALOX15/CD36/ELOVL5/HPGD	5	C2_Sec_Goblet_S1OOP	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:0033559	unsaturated fatty acid metabolic process	3/43	115/18870	0.0022785761688136168	0.037467042230378445	0.028018855281583713	ALOX15/ELOVL5/HPGD	3	C2_Sec_Goblet_S1OOP	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:1901568	fatty acid derivative metabolic process	4/61	78/18870	1.1788385625463044e-4	0.025850245621551103	0.022016804431315942	ALOX15/HPGD/ELOVL5/HMGCS2	4	C9_Basal_KRT5	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:0033559	unsaturated fatty acid metabolic process	4/61	115/18870	5.22663887198717e-4	0.0463592056357477	0.039484404868574415	ALOX15/GSTA1/HPGD/ELOVL5	4	C9_Basal_KRT5	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:1901570	fatty acid derivative biosynthetic process	3/61	52/18870	6.345874282638033e-4	0.0463592056357477	0.039484404868574415	ALOX15/ELOVL5/HMGCS2	3	C9_Basal_KRT5	GSE164547	Down	GO:0006631	fatty acid metabolic process
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	1/15	15/18870	0.01186194483025882	0.046701745054981265	0.020810429526769862	CD74	1	C7_Ciliated_Multiciliated_FOXJ1	GSE164547	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0019915	lipid storage	4/118	94/18870	0.002874074477991885	0.01852913345410241	0.013783074709718285	FFAR2/IL1B/RNF213/NFKBIA	4	C6_Ciliated_Ciliated diff_NEAT1	GSE164547	Up	GO:0010878	cholesterol storage
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	1/7	15/18870	0.005552016509527746	0.03237760122883012	0.012961455947203913	IL1B	1	C6_CD14 Monocytes_LYZ	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0030730	sequestering of triglyceride	1/7	18/18870	0.006659243367791112	0.03268578619690804	0.013084829073554469	IL1B	1	C6_CD14 Monocytes_LYZ	GSE165080	Up	GO:0010878	cholesterol storage
GO:2000193	positive regulation of fatty acid transport	1/7	23/18870	0.008502273324010878	0.03603269395511652	0.014424668833788047	IL1B	1	C6_CD14 Monocytes_LYZ	GSE165080	Up	GO:1905952	regulation of lipid localization
GO:0045723	positive regulation of fatty acid biosynthetic process	1/7	24/18870	0.008870527374349568	0.03603269395511652	0.014424668833788047	IL1B	1	C6_CD14 Monocytes_LYZ	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0050995	negative regulation of lipid catabolic process	1/7	27/18870	0.009974586203653324	0.03839889721537129	0.015371911314883692	IL1B	1	C6_CD14 Monocytes_LYZ	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0050996	positive regulation of lipid catabolic process	1/7	27/18870	0.009974586203653324	0.03839889721537129	0.015371911314883692	IL1B	1	C6_CD14 Monocytes_LYZ	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0070723	response to cholesterol	1/7	30/18870	0.011077590703420181	0.040028840026469246	0.01602441277084999	CCL3	1	C6_CD14 Monocytes_LYZ	GSE165080	Up	GO:0070542	response to fatty acid
GO:2000191	regulation of fatty acid transport	1/7	31/18870	0.01144502471961284	0.04036598538833511	0.016159379370899944	IL1B	1	C6_CD14 Monocytes_LYZ	GSE165080	Up	GO:1905952	regulation of lipid localization
GO:0045923	positive regulation of fatty acid metabolic process	1/7	41/18870	0.01511293371657152	0.04564881004646474	0.01827420865053722	IL1B	1	C6_CD14 Monocytes_LYZ	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0140353	lipid export from cell	1/7	47/18870	0.01730807489981734	0.04831495789569864	0.019341525455520498	IL1B	1	C6_CD14 Monocytes_LYZ	GSE165080	Up	GO:0030301	cholesterol transport
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	1/6	15/18870	0.0047606366086122565	0.02600338610239062	0.008634414897498981	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0030730	sequestering of triglyceride	1/6	18/18870	0.005710493839011788	0.02600338610239062	0.008634414897498981	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:0010878	cholesterol storage
GO:2000193	positive regulation of fatty acid transport	1/6	23/18870	0.007291910407311142	0.028017271654044083	0.009303124862446817	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:1905952	regulation of lipid localization
GO:0045723	positive regulation of fatty acid biosynthetic process	1/6	24/18870	0.007607942058903028	0.028017271654044083	0.009303124862446817	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0050995	negative regulation of lipid catabolic process	1/6	27/18870	0.008555534009965338	0.02972685545835414	0.009870791542868127	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0050996	positive regulation of lipid catabolic process	1/6	27/18870	0.008555534009965338	0.02972685545835414	0.009870791542868127	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0070723	response to cholesterol	1/6	30/18870	0.009502371829102518	0.031760644972272004	0.010546110611246502	CCL3	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:0070542	response to fatty acid
GO:2000191	regulation of fatty acid transport	1/6	31/18870	0.009817816933615608	0.031946864625257136	0.01060794477928949	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:1905952	regulation of lipid localization
GO:0045923	positive regulation of fatty acid metabolic process	1/6	41/18870	0.012967666239675157	0.03692182748796399	0.012259879388386847	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0140353	lipid export from cell	1/6	47/18870	0.014853564591069568	0.03937475096339562	0.013074371736240908	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:0030301	cholesterol transport
GO:0006636	unsaturated fatty acid biosynthetic process	1/6	52/18870	0.016422851864725696	0.04139366351150125	0.013744750913532292	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:0006631	fatty acid metabolic process
GO:0042304	regulation of fatty acid biosynthetic process	1/6	55/18870	0.017363423904247943	0.04305849073029228	0.014297556186010614	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0050994	regulation of lipid catabolic process	1/6	61/18870	0.019242319484768955	0.04415681523557055	0.014662254438512087	IL1B	1	C7_CD16 Monocytes_CDKN1C	GSE165080	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:2000191	regulation of fatty acid transport	2/16	31/18870	3.0896816690997457e-4	0.007014234767934955	0.003473729446557833	THBS1/IL1B	2	C8_cMo_CD14	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0033559	unsaturated fatty acid metabolic process	2/16	115/18870	0.00417842069963602	0.03628858171887363	0.017971556279657238	CYP1B1/IL1B	2	C8_cMo_CD14	GSE166992	Up	GO:0006631	fatty acid metabolic process
GO:0015908	fatty acid transport	2/16	116/18870	0.004249628599333618	0.03628858171887363	0.017971556279657238	THBS1/IL1B	2	C8_cMo_CD14	GSE166992	Up	GO:0030301	cholesterol transport
GO:0032368	regulation of lipid transport	2/16	153/18870	0.007274509575607562	0.04943886444059407	0.02448410195745891	THBS1/IL1B	2	C8_cMo_CD14	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0010888	negative regulation of lipid storage	1/3	22/18870	0.003493724013801658	0.01480921820775628	0.0014271299977822957	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:0010885	regulation of cholesterol storage
GO:0010875	positive regulation of cholesterol efflux	1/3	27/18870	0.00428661566808719	0.016231984663156826	0.0015642386999335713	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0032376	positive regulation of cholesterol transport	1/3	38/18870	0.006029496603790152	0.018216776973153225	0.0017555085296589472	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0010874	regulation of cholesterol efflux	1/3	54/18870	0.008560963749758566	0.021708158079744935	0.0020919648260688227	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0010883	regulation of lipid storage	1/3	54/18870	0.008560963749758566	0.021708158079744935	0.0020919648260688227	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:0010883	regulation of lipid storage
GO:1905953	negative regulation of lipid localization	1/3	66/18870	0.010456740862217706	0.02355117284136583	0.002269571882414795	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0033344	cholesterol efflux	1/3	73/18870	0.01156149400211215	0.024321957752591484	0.002343850635905777	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:0030301	cholesterol transport
GO:0032374	regulation of cholesterol transport	1/3	80/18870	0.01266542458479436	0.024806762635045505	0.002390570157565542	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0032370	positive regulation of lipid transport	1/3	86/18870	0.0136109963423372	0.025943107122307147	0.0025000770392141804	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0019915	lipid storage	1/3	94/18870	0.014870819303868577	0.02706462885270446	0.002608155486176116	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:0010878	cholesterol storage
GO:1905954	positive regulation of lipid localization	1/3	111/18870	0.017544380439581064	0.029482864170656934	0.002841195212887622	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0030301	cholesterol transport	1/3	128/18870	0.02021309997455678	0.03203075099389546	0.003086729154341298	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:0030301	cholesterol transport
GO:0032368	regulation of lipid transport	1/3	153/18870	0.024128901451888285	0.03431358098189459	0.003306720183577685	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:1905952	regulation of lipid localization	1/3	183/18870	0.02881407422037352	0.03788517166012074	0.003650906090300739	NFKBIA	1	C1_CD4_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0070723	response to cholesterol	1/9	30/18870	0.014220766816597119	0.04796196510193935	0.02147758832712609	CCL3	1	C3_NKT_GNLY	GSE166992	Down	GO:0070542	response to fatty acid
GO:0010888	negative regulation of lipid storage	1/6	22/18870	0.00697579489210276	0.030523430188129017	0.00829781885942499	NFKBIA	1	C2_CD8_Te_GZMA	GSE166992	Up	GO:0010885	regulation of cholesterol storage
GO:0010875	positive regulation of cholesterol efflux	1/6	27/18870	0.008555534009965338	0.03176472815296191	0.008635266701927373	NFKBIA	1	C2_CD8_Te_GZMA	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0032376	positive regulation of cholesterol transport	1/6	38/18870	0.012023589464197904	0.03481613297024263	0.009464793537034506	NFKBIA	1	C2_CD8_Te_GZMA	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0010874	regulation of cholesterol efflux	1/6	54/18870	0.017049983210118413	0.04055460292121023	0.011024801173460027	NFKBIA	1	C2_CD8_Te_GZMA	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0010883	regulation of lipid storage	1/6	54/18870	0.017049983210118413	0.04055460292121023	0.011024801173460027	NFKBIA	1	C2_CD8_Te_GZMA	GSE166992	Up	GO:0010883	regulation of lipid storage
GO:1905953	negative regulation of lipid localization	1/6	66/18870	0.020805777936084846	0.044412333671258034	0.012073528356972311	NFKBIA	1	C2_CD8_Te_GZMA	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0033344	cholesterol efflux	1/6	73/18870	0.02299113002976938	0.04640028060553456	0.012613953317768208	NFKBIA	1	C2_CD8_Te_GZMA	GSE166992	Up	GO:0030301	cholesterol transport
GO:0032374	regulation of cholesterol transport	1/6	80/18870	0.025172416245342055	0.046829131897759245	0.012730536883854258	NFKBIA	1	C2_CD8_Te_GZMA	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0032370	positive regulation of lipid transport	1/6	86/18870	0.027038858626519446	0.04866994552773501	0.013230963538439102	NFKBIA	1	C2_CD8_Te_GZMA	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0010888	negative regulation of lipid storage	1/4	22/18870	0.004655707268781506	0.0200125924389414	0.0032183993688356055	NFKBIA	1	C5_CD8_Tn_SELL	GSE166992	Up	GO:0010885	regulation of cholesterol storage
GO:0010875	positive regulation of cholesterol efflux	1/4	27/18870	0.005711551342914345	0.0216437735099912	0.003480723810086305	NFKBIA	1	C5_CD8_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0032376	positive regulation of cholesterol transport	1/4	38/18870	0.00803145129341043	0.024347978657917935	0.00391561060288154	NFKBIA	1	C5_CD8_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0010874	regulation of cholesterol efflux	1/4	54/18870	0.011398601315747547	0.029051302468453926	0.004671993087032065	NFKBIA	1	C5_CD8_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0010883	regulation of lipid storage	1/4	54/18870	0.011398601315747547	0.029051302468453926	0.004671993087032065	NFKBIA	1	C5_CD8_Tn_SELL	GSE166992	Up	GO:0010883	regulation of lipid storage
GO:1905953	negative regulation of lipid localization	1/4	66/18870	0.013918332800686994	0.03154178853420567	0.00507250985199214	NFKBIA	1	C5_CD8_Tn_SELL	GSE166992	Up	GO:1905952	regulation of lipid localization
GO:0033344	cholesterol efflux	1/4	73/18870	0.015385949980161073	0.03258201172269404	0.005239797206866001	NFKBIA	1	C5_CD8_Tn_SELL	GSE166992	Up	GO:0030301	cholesterol transport
